registry_id,hospital_name,state,lga,facility_level,facility_level_option,ownership,ownership_type,bed_count,doctor_count,nurse_count,ambulance_count,has_emergency_unit,has_operating_theatre,has_icu,has_blood_bank,source
,The Ligth Specialist Hospital and Maternity,Anambra,Nnewi North,Tertiary,Primary Health Clinic,Public,Unknown,180,40,110,4,False,False,True,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Salvation Specialist Clinic,Anambra,Nnewi North,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ogidi General Hospital,Anambra,Idemili North,Secondary,General Hospital,Public,Unknown,80,20,55,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Christ The King Parish Health Post,Anambra,Onitsha North,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Nkpologwu Community Hospital,Anambra,Aguata,Primary,Unknown,Unknown,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Aduke Okin Maternity and Nursing Centre,Osun,Iwo,Primary,Primary Health Clinic,Private,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,De Shalom Pharmacy,Osun,Ilesa West,Primary,Unknown,Private,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Umbugbene Community Health Center,Bayelsa,Sagbama,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Imole Oluwa and Wellcare Maternity Clinic,Osun,Iwo,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Grace Hospital,Ebonyi,Ebonyi,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Kaura Tangaza Primary Health Center,Sokoto,Tangaza,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Huse Of Peace Specialist Clinic,Lagos,Mushin,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Legus Specialist Hospital,Lagos,Mushin,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Flohim Hospital,Osun,Olorunda,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Paragon Specialist Hospital,Osun,Ilesa West,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Itamerin Health Post,Osun,Ayedaade,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Christian Idominasi Health Center,Osun,Obokun,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Humana Hospital,Abia,Aba North,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Isuochi Comprehensive Health Center,Abia,Umunneochi,Primary,Primary Health Center,Unknown,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Rohi Specialist Hospital,Ondo,Ifedore,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Iheanyichukwu Maternity,Imo,Mbaitoli,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Babalola Nine Wells Specialist Hospital,Ondo,Ifedore,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Redemption and Orphanage Maternity,Imo,Mbaitoli,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Life Spring Specialist Hospital,Imo,Owerri North,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Onicha Medical Center,Imo,Ezinihitte-Mbaise,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ejinkem Memorial Specialist Hospital,Imo,Obowo,Tertiary,General Hospital,Public,Unknown,180,40,110,4,True,True,True,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Kogi Diagnostics and Reference Hospital,Kogi,Dekina,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Holy Cross Limited Hospital,Imo,Isiala Mbano,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Gods Mercy Hospital and Maternity,Imo,Owerri North,Primary,Primary Health Clinic,Private,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Melendus Hospital,Imo,Nwangele,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Echezonachukwu Hospital and Maternity,Imo,Orsu,Primary,Primary Health Clinic,Private,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ogene Gbobe Health Post,Kogi,Dekina,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ofoanwa Primary Health Center,Kogi,Dekina,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ajakoga Health Post,Kogi,Dekina,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Odoafin Tbl Clinic,Kogi,Kabba/Bunu,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Alhassan Lafia Health Post,Kwara,Baruten,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Kekura Ercc Clinic,Nasarawa,Awe,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Kanje Ercc Clinic,Nasarawa,Awe,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Eckpo Clinic,Nasarawa,Karu,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Sauku Clinic,Nasarawa,Karu,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Adodo Clinic,Nasarawa,Karu,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mapo Clinic,Nasarawa,Toto,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Sunat Clinic,Nasarawa,Toto,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mochu Clinic,Nasarawa,Akwanga,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Nawarke Clinic,Nasarawa,Akwanga,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Catholic Maternity Igbukwu,Anambra,Aguata,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ajena Clinic,Nasarawa,Doma,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Shumpum Clinic,Nasarawa,Kokona,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Asoloko Memorial Clinic,Nasarawa,Awe,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Tewase Clinic,Nasarawa,Awe,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Kowa Clinic,Nasarawa,Awe,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Hamdalla Clinic,Nasarawa,Kokona,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Giri Clinic and Maternity,Fct,Gwagwalada,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Choice Maternity and Nursing Home,Fct,Kwali,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,King Clinic and Maternity,Fct,Abuja Municipal Area Council,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Blessed Trinity Hospital,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Fountain Head Hospital,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Fct Management Board Hospital,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Awmecare Clinic and Maternity,Fct,Abuja Municipal Area Council,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,White Diamond Clinic and Maternity,Fct,Abuja Municipal Area Council,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Guinue Savannah Medical Center,Fct,Abuja Municipal Area Council,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Zenith and Kidney Medical Center,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Karu Ecwa Clinic,Fct,Abuja Municipal Area Council,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Samrock Hospital,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Fredrickson Mecal Clinic,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mery Clinic,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Jerab Hospital,Fct,Kuje,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Michael Clinic and Maternity,Fct,Kuje,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Vinto Clinic,Fct,Kuje,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Chiagolu Maternity,Enugu,Nkanu West,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,4 Bn Mrs Clinic,Fct,Abuja Municipal Area Council,Secondary,Unknown,Public,Unknown,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ojoto Uno Maternity and Child Health Care Centre,Anambra,Idemili North,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Amawbia Maternity and Child Health Care Centre,Anambra,Awka South,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Maryland Sabon Gari Clinic,Fct,Bwari,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Nwagbara Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Vincent Catholic Hospital,Fct,Bwari,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Bapha Clinic and Maternity,Fct,Bwari,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Savelife Hospital,Ogun,Ado Odo/Ota,Primary,Unknown,Unknown,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Azony Maternity,Fct,Abuja Municipal Area Council,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,The Central Clinic,Fct,Abuja Municipal Area Council,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Charless Achiuzam Clinic,Ebonyi,Onicha,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Vincent Okaria Echieda Hospital,Ebonyi,Ikwo,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Agape Hospital and Maternity,Ebonyi,Abakaliki,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Bicca Hospital and Maternity,Ebonyi,Abakaliki,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Gods Will Ogadaedda Hospital,Ebonyi,Abakaliki,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Paul and Mst Hospital,Ebonyi,Afikpo North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Fane Memorial Hospital,Ebonyi,Afikpo North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ericon Hospital,Ebonyi,Izzi,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Fatima Specialist Hospital,Ebonyi,Ebonyi,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Divine Favour Hospital and Maternity,Ebonyi,Ezza South,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Uzodimma Hospital,Ebonyi,Ezza South,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Rhema Hospital,Ebonyi,Ikwo,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Rhema Hospital,Ebonyi,Ikwo,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Titilope Clinic,Oyo,Ona Ara,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Endurance Clinic,Ekiti,Irepodun/Ifelodun,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Alaafia Hospital,Ekiti,Ado Ekiti,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Samunaka Cbbi,Adamawa,Mubi North,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ireti Ayo Maternity,Osun,Egbedore,Primary,Primary Health Clinic,Private,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Peoples Women Hospital,Osun,Oriade,Primary,Unknown,Private,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Gandi Hospital,Lagos,Alimosho,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,De Uzoma Clinic,Lagos,Alimosho,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Good Hope Hospital,Lagos,Mushin,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Phonex Clinic,Lagos,Mushin,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ifeora Maternity,Anambra,Idemili North,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Rembo Hospital,Lagos,Mushin,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mary Anne Medical Clinic,Lagos,Mushin,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Saint Claire Ltd Hospital,Lagos,Mushin,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ndiegoro Clinic,Abia,Osisioma Ngwa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Christian Hospital,Abia,Obi Ngwa,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Austin and Graces Hospital,Abia,Obi Ngwa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Amankita Clinic,Abia,Obi Ngwa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Faith Foundation Hospital,Abia,Osisioma Ngwa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Atinu Critical Care Hospital,Rivers,Eleme,Primary,Primary Health Center,Unknown,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Alpha Clinic,Abia,Aba North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Oluyoro Catholic Hospital,Oyo,Ibadan North,Primary,Unknown,Unknown,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Sda Ogbor Hill Aba Hospital,Abia,Osisioma Ngwa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ezedom Hospital,Abia,Ugwunagbo,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Father Farm Hospital,Abia,Ugwunagbo,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Uchenna Amorka Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ifeanyichukwu Maternity Home,Anambra,Oyi,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Praise Hospital and Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Madam Ezeobika Maternity Home,Anambra,Nnewi South,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Michael Mem Hospital,Anambra,Anaocha,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Shekina Evangel Hospital,Anambra,Anaocha,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Dominion City Hospital,Anambra,Ekwusigo,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Jafaar Maternity Clinic,Akwa Ibom,Onna,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Helen Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Chiazaram Ihials Hospital Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Diamond Maternity Clinic,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St Nichlas Hospital and Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mercy Gate Hospital,Lagos,Amuwo Odofin,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Frank Maternity Home,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Chihnazaekpere Lilu Maternity,Anambra,Ihiala,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mother Of Mercy Hospital Clinic,Anambra,Ihiala,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Excel Diagnostics Laboratory,Anambra,Nnewi North,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Mega Diagnostics Laboratory,Anambra,Nnewi North,Primary,Unknown,Public,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Land Mark Physiotherapy Clinic,Anambra,Nnewi North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,St James and Maternity International Kidney and Heart Hospital,Enugu,Enugu South,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Irawo Owuro Maternity Ilda,Ogun,Remo North,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Folayo Maternity and Child Care Centre Akuro,Oyo,Akinyele,Primary,Primary Health Clinic,Private,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Regina Memorial Maternity,Edo,Esan North-East,Primary,Primary Health Clinic,Unknown,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Goodluck Clinic,Anambra,Nnewi North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Royal Lab Clinic,Anambra,Nnewi North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ogechukwu Hospital and Maternity,Anambra,Anaocha,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Peoples Hospital and Maternity,Anambra,Anaocha,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Emmanuel Urum Maternity,Anambra,Awka North,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Robby Hospital,Lagos,Ifako/Ijaye,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Chelsea Hospital and Maternity,Anambra,Idemili North,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Greenland Hospital,Anambra,Idemili North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Taimako Medical Services,Borno,Kwaya Kusar,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Ahaoma Special Hospital Maternity,Anambra,Idemili North,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Vicky Obosi Maternity,Anambra,Idemili North,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Chibueze Hospital Maternity,Anambra,Idemili North,Primary,Primary Health Clinic,Public,Unknown,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,Lukes Royal Hospital,Anambra,Idemili North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
,All Hollows Onitsha Hospital,Anambra,Onitsha North,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
