state,lga,population,centroid_latitude,centroid_longitude,nearest_hospital_registry_id,nearest_hospital_name,nearest_care_km,estimated_travel_time_minutes,average_road_speed_kph,road_access_factor,rurality_index,route_source,source
Oyo,Ibarapa Central,72449,7.421672,3.261676,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ibarapa East,103584,7.587778,3.487987,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ibarapa North,92399,7.635301,3.168504,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ido,591771,7.48212,3.728619,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Irepo,120095,9.013317,3.913659,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Iseyin,294667,7.986041,3.596769,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Itesiwaju,78360,8.232194,3.448497,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Iwajowa,114515,8.017114,2.99918,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Kajola,122333,8.016846,3.354038,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Lagelu,511750,7.521661,4.054445,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ogbomosho North,378132,8.155064,4.268902,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ogbomosho South,210173,8.104571,4.226815,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ogo Oluwa,85310,7.973013,4.212524,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Olorunsogo,95218,8.702611,4.077732,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Oluyole,500266,7.207763,3.874924,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ona ara,271655,7.256933,4.035989,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Orelope,78011,8.804642,3.802188,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Ori Ire,173456,8.298786,4.108216,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Oyo East,51914,7.877923,4.035238,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Oyo West,357439,7.934126,3.83502,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Saki East,84335,8.695881,3.6206,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Saki West,339873,8.630439,3.170146,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Oyo,Surulere,127705,,,,,,,38.0,1.04,0.98,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Barkin Ladi,306416,9.529912,8.907234,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Bassa,319964,,,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Bokkos,399295,9.213263,8.930615,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Jos East,88662,9.881955,9.106959,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Jos North,850291,9.938539,8.905713,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Jos South,816145,9.758628,8.833184,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Kanam,308226,9.486917,10.108356,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Kanke,187427,9.372623,9.636288,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Langtang North,421244,9.089706,9.815561,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Langtang South,266034,8.599747,9.817143,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Mangu,628740,9.396328,9.181155,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Mikang,178436,9.021877,9.612846,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Pankshin,309653,9.280182,9.431415,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Qua'an Pan,567934,8.744586,9.17037,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Riyom,176385,9.582578,8.690827,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Shendam,688396,8.714068,9.534638,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Plateau,Wase,466570,9.064959,10.216578,,,,,34.0,1.2,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Abua/Odual,48948,4.838663,6.561749,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Ahoada East,147554,5.065359,6.64102,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Ahoada West,59024,5.051763,6.516606,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Akuku Toru,14261,4.528903,6.670768,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Andoni,59141,4.487123,7.454236,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Asari-Toru,27436,4.752244,6.852677,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Bonny,94081,4.444468,7.235246,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Degema,60285,4.570565,6.912773,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Eleme,247844,4.789342,7.142975,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Emuoha,181123,5.003131,6.777577,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Etche,353509,5.088176,7.092851,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Gokana,89044,4.639843,7.280394,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Ikwerre,385964,5.06399,6.906065,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Khana,249319,4.677962,7.427417,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Obio/Akpor,1728478,4.865739,7.012537,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Ogba/Egbema/Ndoni,286368,5.3985,6.636043,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Ogu Bolo,20912,4.670707,7.201066,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Okrika,111775,4.603762,7.10497,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Omumma,58341,5.085359,7.233839,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Opobo/Nkoro,2564,4.561407,7.44396,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Oyigbo,213863,4.835916,7.320791,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Port-Harcourt,617897,4.77763,7.021648,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Rivers,Tai,59304,4.761515,7.255183,,,,,32.0,1.22,1.1,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Binji,122234,13.194508,4.775919,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Bodinga,354758,12.797987,5.214832,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Dange Shuni,484184,12.833677,5.423383,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Gada,499405,13.696245,5.67727,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Goronyo,287677,13.361734,5.791941,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Gudu,122942,13.448792,4.47996,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Gwadabawa,422783,13.415854,5.32201,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Illela,420933,13.651148,5.340742,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Isa,213481,13.213513,6.364812,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Kebbe,131948,11.890006,4.698912,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Kware,390912,13.138343,5.321091,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Rabah,214850,13.000659,5.754397,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Sabon Birni,434685,13.491711,6.263426,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Shagari,270316,12.540112,5.110815,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Silame,144706,12.99759,4.833673,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Sokoto North,335221,13.070012,5.229641,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Sokoto South,407999,13.040118,5.259374,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Tambuwal,405957,12.372829,4.813377,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Tangaza,254549,13.507618,4.960793,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Tureta,127598,12.498505,5.522275,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Wamakko,584630,13.075152,5.116498,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Wurno,298237,13.243029,5.535027,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Sokoto,Yabo,199744,12.789026,4.948845,,,,,33.0,1.16,1.12,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Ardo-Kola,318526,8.8266,11.164435,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Bali,616203,8.140913,10.977939,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Donga,357251,7.635087,10.249428,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Gashaka,185649,7.494427,11.373123,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Gassol,672721,8.472322,10.556468,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Ibi,203829,8.346208,9.808186,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Jalingo,666342,8.94289,11.326565,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Karim Lamido,432030,9.177103,10.873973,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Kurmi,171229,7.202082,10.618796,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Lau,171994,9.183272,11.409938,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Sardauna,547087,6.845684,11.241916,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Takum,413509,7.116036,9.906193,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Ussa,152395,7.13348,10.060985,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Wukari,733749,7.973688,9.810386,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Yorro,174829,8.896404,11.55585,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Taraba,Zing,234002,8.88978,11.728339,,,,,31.0,1.28,1.2,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Bade,237341,12.723849,10.929913,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Bursari,223590,12.714764,11.437356,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Damaturu,373686,11.852697,12.034226,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Fika,326403,11.346998,11.252297,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Fune,521910,11.878009,11.424595,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Geidam,321927,12.679639,12.110347,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Gujba,240205,11.391697,11.970985,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Gulani,293226,10.966387,11.703743,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Jakusko,268151,12.462107,10.916009,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Karasuwa,163835,12.978044,10.764622,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Machina,179688,13.028458,9.984633,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Nangere,198887,11.828754,10.990178,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Nguru,231803,12.960935,10.386259,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Potiskum,524194,11.681437,11.146233,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Tarmuwa,218019,12.262343,11.822823,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Yunusari,302418,13.096107,11.80698,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Yobe,Yusufari,279918,13.185288,10.868366,,,,,32.0,1.22,1.18,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Anka,188572,11.940077,6.011405,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Bakura,219398,12.616517,5.845901,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Birnin Magaji-Kiyaw,211005,12.494056,6.874852,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Bukkuyum,328302,11.955619,5.583896,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Bungudu,496533,12.087903,6.57182,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Gummi,347229,12.048913,5.117294,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Gusau,827942,12.036346,6.798802,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Kaura Namoda,367752,12.510972,6.601279,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Maradun,262849,12.736141,6.26853,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Maru,565196,11.531107,6.362692,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Shinkafi,216823,13.033196,6.45184,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Talata Mafara,326382,12.362127,6.057218,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Tsafe,360682,11.876883,6.912251,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
Zamfara,Zurmi,357931,12.845556,6.766704,,,,,33.0,1.16,1.14,pending-osrm-cache,WorldPop v2.0 mean population
